Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),SignalType,Signal Open Price,Signal First Origination Date
BASELINEDIVERGENCE,"^NDX, Long, 2025-11-17 (Price: 24799.9199)",No Exit Yet,"0.0%, 0 days","85.14%, Past 10 years, 74","Weekly, Nullified",Already confirmed,"2025-12-19 (Price: 25346.1777), 2.20% above",0 days,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,44.87%/0.79%/10.11%,"13.31%, 27.32%",154 days/44 days/81 days,2026-06-28/2026-01-19/2026-03-14,22.62%,18.15%,4.47%,0.89,0.81,27728.7904/27307.1918/33965.62/No Horizontal Resistance/33965.62/36701.6323,17397.7/10555.915/22796.2371/21108.1646/No F-Track Level/No F-Track Level,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets),entry,24890.0996,2025-11-17
BASELINEDIVERGENCE,"QQQ, Long, 2025-11-17 (Price: 603.66)",No Exit Yet,"0.0%, 0 days","85.53%, Past 10 years, 76","Weekly, Nullified",Already confirmed,"2025-12-19 (Price: 617.0500), 2.22% above",0 days,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,44.95%/0.81%/10.36%,"13.49%, 27.25%",149 days/44 days/81 days,2026-06-20/2026-01-19/2026-03-14,23.29%,18.13%,5.16%,0.88,0.81,676.5821/666.1992/836.2536/No Horizontal Resistance/836.2536/910.0135,422.67/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets),entry,606.3,2025-10-12
FRACTAL TRACK,"BYD.TO, Long, 2025-11-16 (Price: 217.11)",No Exit Yet,"-0.74%, 3 days","97.06%, Past 20 years, 34","Weekly, was CONFIRMED on 2025-11-16",Already confirmed,"2025-12-19 (Price: 221.5600), 2.05% above",3 days,No Information,No Information,No Information,"88.6% (Price: 205.401), 4.92% above, Upmove Bounce Back","2024-10-06 (Price: 198.61), 2025-03-02 (Price: 258.18)",No Information,1975.56%/0.56%/388.21%,"1.41%, 39.64%",1859 days/109 days/652 days,,16.37%,23.47%,-7.1%,0.29,0.79,,,94.55%/55/541 days (Across ALL Assets),74.31%/144/156 days (Across ALL Assets),entry,214.22,2025-10-21
BASELINEDIVERGENCE,"NVDA, Long, 2025-11-16 (Price: 190.17)",No Exit Yet,"-5.1%, 1 days","91.01%, Past 10 years, 89","Weekly, was CONFIRMED on 2025-11-16",Already confirmed,"2025-12-19 (Price: 180.9900), 4.83% below",1 days,No Information,"^NDX, Normal Case",No Information,No Information,No Information,No Information,200.25%/0.47%/39.14%,"45.09%, 51.99%",174 days/44 days/82 days,2026-07-26/2026-01-18/2026-03-14,49.18%,72.17%,-22.99%,0.82,1.91,253.4396/264.6025/239.8943/No Horizontal Resistance/239.8943/283.6698,167.02/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets),entry,195.11,2025-10-12
TRENDPULSE,"BPCL.NS, Long, 2025-11-16 (Price: 371.15)",No Exit Yet,"-1.64%, 3 days","81.25%, Past 10 years, 32","Weekly, is CONFIRMED on 2025-11-14",Already confirmed,"2025-12-19 (Price: 365.9500), 1.40% below",3 days,No Information,No Information,No Information,No Information,No Information,2.31% above/1.64% below/1.64% below,29.59%/1.78%/11.46%,"32.02%, 47.09%",174 days/19 days/61 days,,12.02%,12.45%,-0.44%,0.38,0.44,,,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets),entry,366.3,2025-11-09
TRENDPULSE,"^BVSP, Long, 2025-11-16 (Price: 157739.0)",No Exit Yet,"-0.95%, 1 days","94.44%, Past 10 years, 36","Weekly, is CONFIRMED on 2025-11-14",Already confirmed,"2025-12-19 (Price: 158473.0156), 0.47% above",1 days,No Information,No Information,No Information,No Information,No Information,1.41% above/0.95% below/0.95% below,11.93%/0.93%/6.26%,"15.17%, 43.39%",289 days/19 days/71 days,2027-01-08/2025-12-13/2026-02-26,10.24%,5.05%,5.2%,0.76,0.14,161840.214/167613.4614/177361.4/No Horizontal Resistance/173653.968/192289.6,132437.0/96132.0/121313.6/110617.73/No F-Track Level/No F-Track Level,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets),entry,154061.0,2025-10-26
TRENDPULSE,"BRK-B, Long, 2025-11-16 (Price: 508.94)",No Exit Yet,"-1.54%, 3 days","96.77%, Past 10 years, 31","Weekly, is CONFIRMED on 2025-11-14",Already confirmed,"2025-12-19 (Price: 494.5300), 2.83% below",3 days,No Information,No Information,No Information,No Information,No Information,1.54% below/1.54% below/1.54% below,11.6%/2.26%/5.43%,"13.62%, 25.57%",209 days/24 days/60 days,,16.54%,12.36%,4.19%,0.91,0.56,,,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets),entry,497.08,2025-11-12
TRENDPULSE,"EWJ, Long, 2025-11-14 (Price: 83.98)",No Exit Yet,"0.0%, 0 days","84.21%, Past 20 years, 19","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 83.58 prior to 2025-11-28,"2025-12-19 (Price: 80.5800), 4.05% below",0 days,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,27.1%/6.32%/14.34%,"17.76%, 22.9%",696 days/89 days/419 days,2028-08-18/2026-03-22/2027-07-13,4.36%,2.28%,2.08%,0.6,-0.06,84.6182/96.0227/98.76/No Horizontal Resistance/83.8122/88.5172,67.1/53.915/78.3516/70.285/75.8095/70.4442,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets),entry,83.58,2025-11-12
TRENDPULSE,"DIA, Long, 2025-11-14 (Price: 471.8)",No Exit Yet,"0.0%, 0 days","100.0%, Past 27 years, 4","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 462.57 prior to 2025-12-31,"2025-12-19 (Price: 481.1500), 1.98% above",0 days,No Information,No Information,No Information,No Information,No Information,1.74% above/0.0% below/0.0% below,39.44%/24.26%/29.32%,"-0.0%, 23.1%",912 days/325 days/520 days,2029-06-26/2027-02-27/2027-12-07,13.89%,6.15%,7.74%,1.37,0.2,501.1931/610.1318/685.5/No Horizontal Resistance/538.1343/826.9871,287.3/321.6725/359.6128/249.2814/456.4623/439.2934,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets),entry,462.57,2025-10-26
TRENDPULSE,"DIA, Long, 2025-11-12 (Price: 482.76)",No Exit Yet,"0.0%, 0 days","85.19%, Past 20 years, 27","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 476.16 prior to 2025-11-28,"2025-12-19 (Price: 481.1500), 0.33% below",0 days,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,12.39%/4.81%/9.32%,"27.87%, 49.08%",673 days/107 days/238 days,2028-07-13/2026-04-15/2026-10-22,3.71%,6.13%,-2.42%,0.43,0.2,502.8428/527.7532/594.44/No Horizontal Resistance/508.5373/687.3389,406.34/321.6725/398.0316/329.7358/456.4585/439.2904,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets),entry,476.16,2025-10-26
TRENDPULSE,"^DJI, Long, 2025-11-12 (Price: 48254.8203)",No Exit Yet,"0.0%, 0 days","94.12%, Past 20 years, 17","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 47697.3281 prior to 2025-11-28,"2025-12-19 (Price: 48134.8906), 0.25% below",0 days,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,15.24%/4.84%/10.42%,"2.61%, 11.83%",304 days/107 days/195 days,2027-01-26/2026-04-15/2026-08-21,9.55%,6.14%,3.42%,2.4,0.2,52781.1224/53282.9726/59424.53/No Horizontal Resistance/50924.8674/68852.5953,40669.36/32154.0552/39844.8882/32997.1394/45635.0082/43916.4109,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets),entry,47697.3281,2025-10-31
OSCILLATOR DELTA,"EBO.NZ, Long, 2025-11-12 (Price: 28.6)",No Exit Yet,"0.0%, 0 days","73.53%, Past 6 years, 34","Daily, is Confirmed on 2025-11-12",No Cancellation Possible,"2025-12-19 (Price: 27.5300), 3.74% below",0 days,No Information,No Information,No Information,No Information,No Information,No Information,11.87%/5.31%/7.12%,"15.91%, 19.8%",83 days/3 days/26 days,2026-03-12/2025-11-16/2025-12-19,-7.76%,2.55%,-10.31%,-0.12,0.06,29.4551/30.6363/30.03/46.625/No Next Fib Ext/No Next Fib Ext,No Recent Minima/27.81/No F-Stack Support/No F-Stack Support/45.3113/47.3586,68.21%/151/44 days (Across ALL Assets),63.74%/353/43 days (Across ALL Assets),entry,28.2,2025-11-12
TRENDPULSE,"XLF, Long, 2025-11-12 (Price: 53.67)",No Exit Yet,"0.0%, 0 days","92.31%, Past 4 years, 39","Daily, is CONFIRMED on 2025-11-12",Already confirmed,"2025-12-19 (Price: 54.8400), 2.18% above",0 days,No Information,No Information,No Information,No Information,No Information,0.86% above/0.0% below/0.0% below,5.21%/1.0%/2.76%,"10.98%, 16.27%",84 days/4 days/19 days,2026-03-13/2025-11-17/2025-12-09,17.58%,9.83%,7.75%,0.38,0.36,54.7917/55.1513/53.68/No Horizontal Resistance/54.2495/60.5544,52.09/30.1167/49.3988/45.2617/49.0251/45.6605,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets),entry,53.22,2025-11-12
FRACTAL TRACK,"USDCHF=X, Short, 2025-11-12 (Price: 0.7972)",No Exit Yet,"-0.0%, 0 days","86.0%, Past 5 years, 50","Daily, is CONFIRMED on 2025-11-12",Already confirmed,"2025-12-19 (Price: 0.7949), 0.29% below",0 days,No Information,No Information,No Information,"23.66% (Price: 0.8175), 2.48% below, Downmove Bounce Back","2025-11-12 (Price: 0.8011), 2025-11-12 (Price: 0.7965)",No Information,4.04%/0.05%/1.0%,"0.32%, 4.04%",14 days/1 days/5 days,2025-12-02/2025-11-13/2025-11-19,40.64%,5.1%,35.54%,0.28,-0.82,0.7943/0.7892/0.79/0.7933/No F-Stack Support/No F-Stack Support,0.81/0.7933/No F-Stack Support/No F-Stack Support/0.9517/0.9712,48.21%/56/7 days (Across ALL Assets),40.19%/107/15 days (Across ALL Assets),entry,0.8002,2025-10-17
FRACTAL TRACK,"RELIANCE.NS, Long, 2025-11-11 (Price: 1493.4)",No Exit Yet,"0.0%, 0 days","100.0%, Past 48 years, 7","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 1114.85 prior to 2025-12-31,"2025-12-19 (Price: 1565.1000), 4.80% above",0 days,No Information,No Information,No Information,"23.66% (Price: 1100.9625), 35.64% above, Upmove Bounce Back","2020-03-31 (Price: 400.3177), 2022-06-30 (Price: 1318.1128)",No Information,651.15%/27.98%/339.57%,"-0.0%, 57.24%",1501 days/455 days/978 days,2031-10-25/2027-09-01/2029-09-27,30.69%,19.15%,11.54%,0.39,0.64,1521.3266/6564.5384/2044.08/1531.725/1617.1679/1804.6011,158.4/855.3207/1324.16/1138.1652/1725.6686/1797.4889,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets),entry,1367.0,2025-11-03
TRENDPULSE,"RHHBY, Long, 2025-11-11 (Price: 45.43)",No Exit Yet,"0.0%, 1 days","88.0%, Past 4 years, 25","Daily, is CONFIRMED on 2025-11-11",Already confirmed,"2025-12-19 (Price: 51.2000), 12.70% above",1 days,No Information,No Information,No Information,No Information,No Information,8.27% above/0.0% below/0.0% below,10.73%/0.36%/4.2%,"8.73%, 19.35%",45 days/4 days/11 days,2026-01-15/2025-11-16/2025-11-26,30.23%,1.45%,28.78%,0.66,0.0,46.5703/47.3381/51.3/52.46/58.6089/65.2057,40.15/34.5167/41.5794/31.0544/No F-Track Level/No F-Track Level,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets),entry,44.4,2025-11-11
FRACTAL TRACK,"ENZL, Long, 2025-11-10 (Price: 45.6841)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 24","Daily, is CONFIRMED on 2025-11-10",Already confirmed,"2025-12-19 (Price: 44.8200), 1.89% below",0 days,No Information,No Information,No Information,"50% (Price: 45.885), 0.44% below, Upmove Bounce Back","2025-08-27 (Price: 44.43), 2025-10-03 (Price: 47.34)",No Information,5.53%/5.53%/5.53%,"-0.0%, 6.88%",169 days/169 days/169 days,2026-07-12/2026-07-12/2026-07-12,8.46%,-5.38%,13.84%,0.16,-0.44,45.6704/48.2104/47.43/65.1933/78.3229/93.1188,45.33/39.215/No F-Stack Support/No F-Stack Support/53.1262/54.7954,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets),entry,45.43,2025-10-16
FRACTAL TRACK,"TLT, Long, 2025-11-07 (Price: 89.57)",No Exit Yet,"-0.02%, 1 days","94.12%, Past 5 years, 17","Daily, was CONFIRMED on 2025-11-07",Already confirmed,"2025-12-19 (Price: 87.5500), 2.26% below",1 days,No Information,No Information,No Information,"23.66% (Price: 90.0866), 0.6% below, Upmove Bounce Back","2025-05-22 (Price: 83.3), 2025-10-21 (Price: 92.19)",No Information,2.82%/2.82%/2.82%,"0.03%, 10.65%",182 days/182 days/182 days,2026-07-28/2026-07-28/2026-07-28,2.67%,-10.72%,13.39%,0.18,-0.89,89.1311/92.0959/94.9/153.2067/188.2386/214.0466,88.96/83.3033/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets),entry,89.36,2025-11-06
BASELINEDIVERGENCE,"HDFCBANK.NS, Long, 2025-11-06 (Price: 985.25)",No Exit Yet,"0.0%, 0 days","86.21%, Past 10 years, 29","Weekly, Nullified",Already confirmed,"2025-12-19 (Price: 985.5000), 0.03% above",0 days,No Information,"^NSEI, Normal Case",No Information,No Information,No Information,No Information,11.87%/0.05%/6.52%,"1.95%, 12.56%",100 days/44 days/66 days,2026-03-30/2026-01-08/2026-02-09,59.88%,13.58%,46.3%,1.19,0.56,1086.8293/1049.4883/1098.0619/1004.15/1098.0619/1305.7899,945.05/640.9/962.8007/765.1075/No F-Track Level/No F-Track Level,88.89%/27/87 days (Across ALL Assets),85.45%/55/76 days (Across ALL Assets),entry,985.0,2025-10-12
FRACTAL TRACK,"NIO, Long, 2025-11-05 (Price: 7.29)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 12","Daily, is CONFIRMED on 2025-11-05",Already confirmed,"2025-12-19 (Price: 4.9900), 31.55% below",0 days,No Information,No Information,No Information,"23.66% (Price: 6.837), 6.63% above, Upmove Bounce Back","2025-04-08 (Price: 3.02), 2025-10-02 (Price: 8.02)",No Information,49.89%/49.89%/49.89%,"-0.0%, 25.1%",69 days/69 days/69 days,2026-02-12/2026-02-12/2026-02-12,346.26%,-27.6%,373.86%,0.26,-0.14,7.1792/10.927/10.29/24.205/No Next Fib Ext/No Next Fib Ext,6.71/3.62/No F-Stack Support/No F-Stack Support/8.8197/9.5016,94.1%/288/218 days (Across ALL Assets),51.67%/60/109 days (Across ALL Assets),entry,7.29,2025-10-14
TRENDPULSE,"^DJI, Long, 2025-11-02 (Price: 47562.8711)",No Exit Yet,"1.45%, 7 days","93.75%, Past 10 years, 32","Weekly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-12-19 (Price: 48134.8906), 1.20% above",7 days,No Information,No Information,No Information,No Information,No Information,4.47% above/1.45% above/1.45% above,6.98%/0.22%/3.8%,"3.06%, 34.78%",249 days/19 days/101 days,2026-10-28/2025-11-29/2026-03-28,6.99%,9.91%,-2.92%,1.11,0.44,48742.4303/49370.2602/55178.5/No Horizontal Resistance/54129.8938/83218.843,38314.86/32154.0552/36151.8794/25040.9446/No F-Track Level/No F-Track Level,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets),entry,47412.8008,2025-10-31
FRACTAL TRACK,"CNU.NZ, Long, 2025-11-02 (Price: 9.36)",No Exit Yet,"1.18%, 1 days","100.0%, Past 13 years, 24","Weekly, was CONFIRMED on 2025-11-02",Already confirmed,"2025-12-19 (Price: 9.3100), 0.53% below",1 days,No Information,No Information,No Information,"38.2% (Price: 9.046), 4.69% above, Upmove Bounce Back","2025-03-23 (Price: 7.535), 2025-09-07 (Price: 9.98)",No Information,167.25%/5.27%/46.32%,"-0.0%, 32.23%",1554 days/64 days/638 days,2031-12-31/2026-02-02/2028-05-14,7.15%,7.61%,-0.47%,0.46,0.27,9.681/13.6956/10.83/No Horizontal Resistance/10.0225/12.705,9.2/6.0983/9.3249/7.51/No F-Track Level/No F-Track Level,94.55%/55/541 days (Across ALL Assets),74.31%/144/156 days (Across ALL Assets),entry,9.2,2025-10-16
FRACTAL TRACK,"DIS, Long, 2025-11-02 (Price: 112.62)",No Exit Yet,"-0.44%, 0 days","92.86%, Past 20 years, 42","Weekly, was CONFIRMED on 2025-11-02",Already confirmed,"2025-12-19 (Price: 111.2400), 1.23% below",0 days,No Information,No Information,No Information,"38.2% (Price: 107.6566), 4.15% above, Upmove Bounce Back","2025-04-13 (Price: 80.1), 2025-07-06 (Price: 124.69)",No Information,338.75%/2.06%/55.12%,"7.93%, 55.37%",2544 days/29 days/449 days,2035-12-04/2025-12-14/2027-08-14,8.38%,7.54%,0.84%,0.32,0.27,115.4693/174.6961/139.37/168.455/207.5364/245.6322,109.19/79.415/94.0946/88.5027/No F-Track Level/No F-Track Level,94.55%/55/541 days (Across ALL Assets),74.31%/144/156 days (Across ALL Assets),entry,111.94,2025-10-14
TRENDPULSE,"NIFTY_MIDCAP_100.NS, Long, 2025-11-02 (Price: 59825.8984)",No Exit Yet,"1.8%, 7 days","89.13%, Past 10 years, 46","Weekly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-12-19 (Price: 60310.1484), 0.81% above",7 days,No Information,No Information,No Information,No Information,No Information,3.4% above/1.8% above/1.8% above,11.35%/2.01%/6.62%,"21.92%, 38.39%",259 days/19 days/71 days,2026-11-12/2025-11-29/2026-02-12,7.9%,12.8%,-4.9%,0.6,0.56,63104.3576/63786.3729/61485.14/60182.9323/69983.5191/76335.2565,55727.4/24894.2998/51648.171/44465.2214/No F-Track Level/No F-Track Level,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets),entry,59449.25,2025-10-27
TRENDPULSE,"TRI.TO, Short, 2025-10-31 (Price: 214.84)",No Exit Yet,"13.53%, 14 days","88.89%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-12-19 (Price: 182.0200), 15.28% below",14 days,No Information,No Information,No Information,No Information,No Information,14.04% below/13.53% below/13.53% below,25.37%/7.99%/21.25%,"21.18%, 25.96%",131 days/108 days/117 days,,35.0%,5.4%,29.6%,0.54,0.45,,,100.0%/1/281 days (Across ALL Assets),0.0%/4/112 days (Across ALL Assets),entry,216.11,2025-10-31
FRACTAL TRACK,"ASML, Long, 2025-10-31 (Price: 1059.23)",No Exit Yet,"-7.38%, 14 days","90.0%, Past 30 years, 30","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-12-19 (Price: 1056.0200), 0.30% below",14 days,No Information,No Information,No Information,"38.2% (Price: 692.3064), 41.71% above, Upmove Bounce Back","2008-11-30 (Price: 16.4156), 2024-07-31 (Price: 1110.09)",No Information,569.94%/9.57%/122.25%,"6.56%, 50.14%",2240 days/173 days/587 days,,10.68%,20.11%,-9.43%,0.34,0.62,,,84.44%/45/1293 days (Across ALL Assets),76.0%/100/206 days (Across ALL Assets),entry,965.61,2025-10-14
TRENDPULSE,"CVS, Long, 2025-10-31 (Price: 78.15)",No Exit Yet,"2.7%, 8 days","77.78%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-12-19 (Price: 77.7200), 0.55% below",8 days,No Information,No Information,No Information,No Information,No Information,9.72% above/2.7% above/2.7% above,28.65%/12.56%/20.39%,"44.04%, 44.04%",218 days/87 days/159 days,2026-09-11/2026-03-06/2026-06-18,6.5%,4.04%,2.46%,0.24,0.13,87.1138/94.0848/91.39/106.045/116.3721/144.3517,44.89/58.425/76.2419/70.3769/No F-Track Level/No F-Track Level,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets),entry,75.3,2025-10-31
TRENDPULSE,"RY.TO, Long, 2025-10-31 (Price: 205.47)",No Exit Yet,"1.22%, 14 days","78.95%, Past 20 years, 19","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-12-19 (Price: 232.7100), 13.26% above",14 days,No Information,No Information,No Information,No Information,No Information,4.21% above/1.22% above/1.22% above,16.93%/2.86%/10.78%,"16.54%, 21.22%",653 days/84 days/209 days,,5.05%,9.0%,-3.95%,0.4,0.37,,,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets),entry,204.86,2025-10-27
TRENDPULSE,"^GSPC, Long, 2025-10-31 (Price: 6840.2002)",No Exit Yet,"0.0%, 0 days","88.89%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-12-19 (Price: 6834.5000), 0.08% below",0 days,No Information,No Information,No Information,No Information,No Information,2.27% above/0.0% below/0.0% below,15.39%/5.61%/10.47%,"7.48%, 24.77%",631 days/87 days/231 days,2028-05-01/2026-03-06/2026-09-30,6.19%,6.14%,0.05%,1.33,0.2,7862.8101/7556.3692/8982.34/No Horizontal Resistance/6878.3796/7229.888,5569.06/4128.7074/6483.7743/5939.2254/6109.0953/5610.5536,90.62%/32/267 days (Across ALL Assets),76.7%/103/188 days (Across ALL Assets),entry,6664.9199,2025-10-15
TRENDPULSE,"BDGI.TO, Long, 2025-10-31 (Price: 73.59)",No Exit Yet,"-2.92%, 14 days","89.66%, Past 20 years, 29","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-12-19 (Price: 73.8000), 0.29% above",14 days,No Information,No Information,No Information,No Information,No Information,23.96% above/2.92% below/2.92% below,159.21%/3.87%/50.82%,"37.81%, 54.03%",413 days/106 days/179 days,,17.99%,19.81%,-1.82%,0.67,0.65,,,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets),entry,61.31,2025-10-12
FRACTAL TRACK,"SBUX, Long, 2025-10-31 (Price: 80.87)",No Exit Yet,"0.0%, 0 days","100.0%, Past 33 years, 6","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 75.5 prior to 2025-12-31,"2025-12-19 (Price: 88.3300), 9.22% above",0 days,No Information,No Information,No Information,"50% (Price: 75.28), 7.43% above, Upmove Bounce Back","2016-12-31 (Price: 50.84), 2019-09-30 (Price: 99.72)",No Information,1221.05%/15.29%/581.66%,"-0.0%, 74.95%",5283 days/717 days/2935 days,2046-10-12/2028-09-03/2037-06-21,20.74%,17.47%,3.27%,0.62,0.57,89.9274/551.2584/110.2/117.438/140.7332/167.7583,77.85/71.675/79.7489/69.0577/78.891/73.984,88.89%/9/1658 days (Across ALL Assets),71.43%/14/376 days (Across ALL Assets),entry,84.46,2025-10-17
TRENDPULSE,"MSE.PA, Long, 2025-10-31 (Price: 62.93)",No Exit Yet,"-1.59%, 14 days","100.0%, Past 20 years, 10","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-12-19 (Price: 64.2200), 2.05% above",14 days,No Information,No Information,No Information,No Information,No Information,4.24% above/1.59% below/1.59% below,14.35%/2.24%/8.34%,"-0.0%, 28.4%",893 days/107 days/478 days,,5.98%,2.81%,3.17%,0.92,-0.0,,,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets),entry,61.25,2025-10-26
TRENDPULSE,"^NDX, Long, 2025-10-31 (Price: 25858.1309)",No Exit Yet,"-6.98%, 14 days","100.0%, Past 20 years, 22","Monthly, is CONFIRMED on 2025-10-31",Already confirmed,"2025-12-19 (Price: 25346.1777), 1.98% below",14 days,No Information,No Information,No Information,No Information,No Information,2.53% below/6.98% below/6.98% below,30.75%/6.45%/14.42%,"-0.0%, 13.1%",369 days/107 days/203 days,,16.42%,9.59%,6.84%,1.86,0.37,,,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets),entry,24539.25,2025-10-14
